first_name,last_name,email,city,rental_id,rental_date,return_date,payment_id,amount,rental_duration,full_name
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,7911,2005-07-28 11:46:45,2005-07-29 07:19:45,72,4.99,1,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,8086,2005-07-28 18:17:14,2005-07-30 18:22:14,73,4.99,2,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,8545,2005-07-29 11:07:04,2005-08-06 13:30:04,74,2.99,8,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,9226,2005-07-30 13:31:20,2005-08-06 16:42:20,75,1.99,7,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,9443,2005-07-30 21:45:46,2005-08-05 21:22:46,76,3.99,6,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,9595,2005-07-31 03:27:58,2005-08-03 05:58:58,77,2.99,3,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,9816,2005-07-31 11:32:58,2005-08-04 17:12:58,78,4.99,4,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,10597,2005-08-01 14:19:48,2005-08-08 20:01:48,79,5.99,7,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,12556,2005-08-18 14:49:55,2005-08-24 15:20:55,80,4.99,6,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,13403,2005-08-19 22:18:07,2005-08-27 19:23:07,81,8.99,8,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,13610,2005-08-20 06:14:12,2005-08-26 00:44:12,82,2.99,6,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,14699,2005-08-21 20:50:48,2005-08-29 18:08:48,83,8.99,8,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,15038,2005-08-22 09:37:27,2005-08-23 14:39:27,84,0.99,1,Linda Williams
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,15619,2005-08-23 07:10:14,2005-08-26 07:21:14,85,2.99,3,Linda Williams
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,1297,2005-06-15 09:31:28,2005-06-19 04:33:28,86,4.99,4,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,1633,2005-06-16 08:08:40,2005-06-17 11:12:40,87,0.99,1,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,1707,2005-06-16 14:01:27,2005-06-18 09:35:27,88,2.99,2,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,1735,2005-06-16 15:51:52,2005-06-20 13:27:52,89,0.99,4,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,2043,2005-06-17 14:31:12,2005-06-19 11:04:12,90,0.99,2,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,2642,2005-06-19 09:39:01,2005-06-25 08:33:01,91,5.99,6,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,7660,2005-07-28 02:10:10,2005-07-30 04:29:10,92,2.99,2,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,7718,2005-07-28 04:37:59,2005-07-29 09:20:59,93,2.99,1,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,8741,2005-07-29 18:44:57,2005-08-03 18:25:57,94,3.99,5,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,9100,2005-07-30 08:46:09,2005-08-05 10:34:09,95,5.99,6,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,9371,2005-07-30 18:58:00,2005-08-03 15:14:00,96,5.99,4,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,11069,2005-08-02 07:09:34,2005-08-08 08:39:34,97,0.99,6,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,11110,2005-08-02 08:20:31,2005-08-04 05:06:31,98,2.99,2,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,11529,2005-08-17 00:28:01,2005-08-19 04:47:01,99,4.99,2,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,12151,2005-08-18 00:14:03,2005-08-18 23:52:03,100,2.99,0,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,12294,2005-08-18 05:14:44,2005-08-27 01:32:44,101,8.99,9,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,12856,2005-08-19 02:19:13,2005-08-23 07:49:13,102,1.99,4,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,13704,2005-08-20 09:32:04,2005-08-23 14:29:04,103,2.99,3,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,13807,2005-08-20 12:55:40,2005-08-28 09:06:40,104,6.99,8,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,14225,2005-08-21 04:53:37,2005-08-25 23:39:37,105,4.99,4,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,15147,2005-08-22 13:58:23,2005-08-28 14:33:23,106,2.99,6,Barbara Jones
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,15635,2005-08-23 07:43:00,2005-08-27 10:47:00,107,1.99,4,Barbara Jones
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,731,2005-05-29 07:25:16,2005-05-30 05:21:16,108,0.99,1,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,1085,2005-05-31 11:15:43,2005-06-07 12:02:43,109,6.99,7,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,1142,2005-05-31 19:46:38,2005-06-05 14:03:38,110,1.99,5,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,1502,2005-06-15 22:03:14,2005-06-23 18:42:14,111,3.99,8,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,1631,2005-06-16 08:01:02,2005-06-19 09:04:02,112,2.99,3,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,2063,2005-06-17 15:56:53,2005-06-21 14:19:53,113,4.99,4,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,2570,2005-06-19 04:20:13,2005-06-25 07:00:13,114,2.99,6,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,3126,2005-06-20 18:38:22,2005-06-26 00:00:22,115,4.99,6,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,3677,2005-07-06 09:11:58,2005-07-08 10:50:58,116,4.99,2,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,4889,2005-07-08 20:04:43,2005-07-13 17:57:43,117,2.99,5,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,5016,2005-07-09 01:57:57,2005-07-09 22:07:57,118,4.99,0,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,5118,2005-07-09 07:13:52,2005-07-18 05:18:52,119,5.99,9,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,5156,2005-07-09 08:51:42,2005-07-15 03:59:42,120,1.99,6,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,5721,2005-07-10 11:09:35,2005-07-17 16:41:35,121,0.99,7,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,6042,2005-07-11 03:17:04,2005-07-19 07:08:04,122,8.99,8,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,6663,2005-07-12 11:27:35,2005-07-21 16:35:35,123,3.99,9,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,6685,2005-07-12 12:16:28,2005-07-19 17:03:28,124,4.99,7,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,7293,2005-07-27 12:37:28,2005-07-30 15:12:28,125,0.99,3,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,7652,2005-07-28 01:50:29,2005-07-30 22:23:29,126,0.99,2,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,7829,2005-07-28 08:43:39,2005-08-04 14:33:39,127,3.99,7,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,8263,2005-07-29 01:11:23,2005-07-31 01:53:23,128,2.99,2,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,8978,2005-07-30 04:14:28,2005-08-06 09:08:28,129,1.99,7,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,9493,2005-07-30 23:52:30,2005-08-08 05:22:30,130,4.99,9,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,9888,2005-07-31 14:00:53,2005-08-08 18:51:53,131,3.99,8,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,10609,2005-08-01 14:48:45,2005-08-04 13:41:45,132,4.99,3,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,10625,2005-08-01 15:27:10,2005-08-02 13:16:10,133,0.99,1,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,11001,2005-08-02 04:56:45,2005-08-11 08:04:45,134,4.99,9,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,11179,2005-08-02 10:50:06,2005-08-04 05:24:06,135,4.99,2,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,11930,2005-08-17 16:28:53,2005-08-25 10:31:53,136,3.99,8,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,12145,2005-08-18 00:10:04,2005-08-26 00:51:04,137,9.99,8,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,12797,2005-08-19 00:24:08,2005-08-21 22:53:08,138,2.99,2,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,13063,2005-08-19 09:45:41,2005-08-24 09:11:41,139,1.99,5,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,13877,2005-08-20 15:16:18,2005-08-22 18:20:18,140,0.99,2,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,14053,2005-08-20 22:13:59,2005-08-26 20:50:59,141,6.99,6,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,14430,2005-08-21 11:31:11,2005-08-26 06:29:11,142,6.99,5,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,14494,2005-08-21 14:02:50,2005-08-22 16:45:50,143,2.99,1,Elizabeth Brown
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,15232,2005-08-22 17:37:02,2005-08-25 18:45:02,144,0.99,3,Elizabeth Brown
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,57,2005-05-25 08:43:32,2005-05-29 06:42:32,146,4.99,4,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,577,2005-05-28 11:09:14,2005-06-01 13:27:14,147,2.99,4,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,916,2005-05-30 11:25:01,2005-05-31 09:06:01,148,0.99,1,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,1575,2005-06-16 03:41:38,2005-06-22 03:01:38,149,3.99,6,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,1841,2005-06-16 23:44:13,2005-06-22 04:09:13,150,2.99,6,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,1966,2005-06-17 09:19:45,2005-06-20 11:19:45,151,0.99,3,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,2345,2005-06-18 12:03:23,2005-06-22 14:25:23,152,0.99,4,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,3983,2005-07-06 23:14:21,2005-07-12 17:55:21,153,0.99,6,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,4278,2005-07-07 14:53:24,2005-07-13 14:21:24,154,2.99,6,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,5553,2005-07-10 03:03:35,2005-07-14 07:49:35,155,0.99,4,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,6211,2005-07-11 12:39:01,2005-07-20 15:59:01,156,5.99,9,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,6248,2005-07-11 15:01:54,2005-07-19 16:58:54,157,7.99,8,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,6686,2005-07-12 12:18:38,2005-07-13 17:56:38,158,0.99,1,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,7099,2005-07-27 05:03:44,2005-07-29 00:12:44,159,2.99,2,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,7136,2005-07-27 06:38:25,2005-08-03 05:13:25,160,2.99,7,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,8101,2005-07-28 18:47:23,2005-07-31 16:23:23,161,0.99,3,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,10271,2005-08-01 03:13:39,2005-08-07 23:40:39,162,2.99,6,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,11023,2005-08-02 05:36:38,2005-08-10 05:39:38,163,2.99,8,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,11398,2005-08-02 18:55:15,2005-08-10 19:50:15,164,3.99,8,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,11591,2005-08-17 02:29:41,2005-08-23 20:47:41,165,6.99,6,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,11727,2005-08-17 08:12:20,2005-08-19 12:45:20,166,0.99,2,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,11853,2005-08-17 13:39:32,2005-08-23 18:44:32,167,0.99,6,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,12254,2005-08-18 04:05:29,2005-08-23 04:17:29,168,2.99,5,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,13451,2005-08-20 00:18:25,2005-08-29 01:08:25,169,6.99,9,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,14329,2005-08-21 08:22:56,2005-08-28 02:22:56,170,7.99,7,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,14377,2005-08-21 09:49:28,2005-08-29 13:34:28,171,4.99,8,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,15509,2005-08-23 02:51:24,2005-08-31 06:21:24,172,5.99,8,Jennifer Davis
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,15603,2005-08-23 06:41:32,2005-08-28 08:51:32,173,0.99,5,Jennifer Davis
Maria,Miller,maria.miller@sakilacustomer.org,Kragujevac,46,2005-05-25 06:04:08,2005-06-02 08:18:08,174,5.99,8,Maria Miller
Maria,Miller,maria.miller@sakilacustomer.org,Kragujevac,117,2005-05-25 19:30:46,2005-05-31 23:59:46,175,0.99,6,Maria Miller
Maria,Miller,maria.miller@sakilacustomer.org,Kragujevac,748,2005-05-29 09:27:00,2005-06-03 04:25:00,176,2.99,5,Maria Miller
Maria,Miller,maria.miller@sakilacustomer.org,Kragujevac,975,2005-05-30 21:07:15,2005-06-03 01:48:15,177,4.99,4,Maria Miller
Maria,Miller,maria.miller@sakilacustomer.org,Kragujevac,1063,2005-05-31 08:44:29,2005-06-09 08:00:29,178,5.99,9,Maria Miller
Maria,Miller,maria.miller@sakilacustomer.org,Kragujevac,1810,2005-06-16 21:06:00,2005-06-21 21:24:00,179,0.99,5,Maria Miller
Maria,Miller,maria.miller@sakilacustomer.org,Kragujevac,2250,2005-06-18 05:03:36,2005-06-22 02:25:36,180,2.99,4,Maria Miller
