first_name,last_name,email,city,rental_id,rental_date,return_date,payment_id,amount,rental_duration
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,7376,2005-07-27 15:23:02,2005-08-04 10:35:02,38,5.99,8
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,7459,2005-07-27 18:40:20,2005-08-02 21:07:20,39,5.99,6
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,8230,2005-07-29 00:12:59,2005-08-06 19:52:59,40,5.99,8
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,8598,2005-07-29 12:56:59,2005-08-01 08:39:59,41,2.99,3
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,8705,2005-07-29 17:14:29,2005-08-02 16:01:29,42,5.99,4
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,9031,2005-07-30 06:06:10,2005-08-04 10:45:10,43,4.99,5
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,9236,2005-07-30 13:47:43,2005-08-08 18:52:43,44,10.99,9
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,9248,2005-07-30 14:14:11,2005-08-05 11:19:11,45,0.99,6
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,9296,2005-07-30 16:21:13,2005-08-08 11:57:13,46,6.99,9
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,9465,2005-07-30 22:39:53,2005-08-06 16:43:53,47,6.99,7
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,10136,2005-07-31 21:58:56,2005-08-03 19:44:56,48,2.99,3
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,10466,2005-08-01 09:45:26,2005-08-06 06:28:26,49,0.99,5
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,10918,2005-08-02 02:10:56,2005-08-02 21:23:56,50,0.99,0
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,11087,2005-08-02 07:41:41,2005-08-10 10:37:41,51,5.99,8
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,11177,2005-08-02 10:43:48,2005-08-10 10:55:48,52,6.99,8
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,11256,2005-08-02 13:44:53,2005-08-04 16:39:53,53,2.99,2
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,11614,2005-08-17 03:52:18,2005-08-20 07:04:18,54,2.99,3
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,12963,2005-08-19 06:26:04,2005-08-23 11:37:04,55,2.99,4
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,14475,2005-08-21 13:24:32,2005-08-27 08:59:32,56,4.99,6
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,14743,2005-08-21 22:41:56,2005-08-29 00:18:56,57,5.99,8
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,15145,2005-08-22 13:53:04,2005-08-31 15:51:04,58,4.99,9
patricia,johnson,patricia.johnson@sakilacustomer.org,san bernardino,15907,2005-08-23 17:39:35,2005-08-25 23:23:35,59,4.99,2
linda,williams,linda.williams@sakilacustomer.org,athenai,435,2005-05-27 17:17:09,2005-06-02 11:20:09,60,1.99,6
linda,williams,linda.williams@sakilacustomer.org,athenai,830,2005-05-29 22:43:55,2005-06-01 17:43:55,61,2.99,3
linda,williams,linda.williams@sakilacustomer.org,athenai,1546,2005-06-16 01:34:05,2005-06-24 04:27:05,62,8.99,8
linda,williams,linda.williams@sakilacustomer.org,athenai,1726,2005-06-16 15:19:10,2005-06-25 11:39:10,63,6.99,9
linda,williams,linda.williams@sakilacustomer.org,athenai,1911,2005-06-17 05:15:15,2005-06-24 11:05:15,64,6.99,7
linda,williams,linda.williams@sakilacustomer.org,athenai,2628,2005-06-19 08:34:53,2005-06-28 04:19:53,65,2.99,9
linda,williams,linda.williams@sakilacustomer.org,athenai,4180,2005-07-07 10:23:25,2005-07-10 13:18:25,66,4.99,3
linda,williams,linda.williams@sakilacustomer.org,athenai,4725,2005-07-08 12:47:11,2005-07-15 09:08:11,67,4.99,7
linda,williams,linda.williams@sakilacustomer.org,athenai,7096,2005-07-27 04:54:42,2005-08-03 01:42:42,68,5.99,7
linda,williams,linda.williams@sakilacustomer.org,athenai,7503,2005-07-27 20:23:12,2005-08-05 18:46:12,69,10.99,9
linda,williams,linda.williams@sakilacustomer.org,athenai,7703,2005-07-28 03:59:21,2005-08-05 08:52:21,70,7.99,8
linda,williams,linda.williams@sakilacustomer.org,athenai,7724,2005-07-28 04:46:30,2005-08-04 08:41:30,71,6.99,7
linda,williams,linda.williams@sakilacustomer.org,athenai,7911,2005-07-28 11:46:45,2005-07-29 07:19:45,72,4.99,1
linda,williams,linda.williams@sakilacustomer.org,athenai,8086,2005-07-28 18:17:14,2005-07-30 18:22:14,73,4.99,2
linda,williams,linda.williams@sakilacustomer.org,athenai,8545,2005-07-29 11:07:04,2005-08-06 13:30:04,74,2.99,8
linda,williams,linda.williams@sakilacustomer.org,athenai,9226,2005-07-30 13:31:20,2005-08-06 16:42:20,75,1.99,7
linda,williams,linda.williams@sakilacustomer.org,athenai,9443,2005-07-30 21:45:46,2005-08-05 21:22:46,76,3.99,6
linda,williams,linda.williams@sakilacustomer.org,athenai,9595,2005-07-31 03:27:58,2005-08-03 05:58:58,77,2.99,3
linda,williams,linda.williams@sakilacustomer.org,athenai,9816,2005-07-31 11:32:58,2005-08-04 17:12:58,78,4.99,4
linda,williams,linda.williams@sakilacustomer.org,athenai,10597,2005-08-01 14:19:48,2005-08-08 20:01:48,79,5.99,7
linda,williams,linda.williams@sakilacustomer.org,athenai,12556,2005-08-18 14:49:55,2005-08-24 15:20:55,80,4.99,6
linda,williams,linda.williams@sakilacustomer.org,athenai,13403,2005-08-19 22:18:07,2005-08-27 19:23:07,81,8.99,8
linda,williams,linda.williams@sakilacustomer.org,athenai,13610,2005-08-20 06:14:12,2005-08-26 00:44:12,82,2.99,6
linda,williams,linda.williams@sakilacustomer.org,athenai,14699,2005-08-21 20:50:48,2005-08-29 18:08:48,83,8.99,8
linda,williams,linda.williams@sakilacustomer.org,athenai,15038,2005-08-22 09:37:27,2005-08-23 14:39:27,84,0.99,1
linda,williams,linda.williams@sakilacustomer.org,athenai,15619,2005-08-23 07:10:14,2005-08-26 07:21:14,85,2.99,3
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,1297,2005-06-15 09:31:28,2005-06-19 04:33:28,86,4.99,4
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,1633,2005-06-16 08:08:40,2005-06-17 11:12:40,87,0.99,1
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,1707,2005-06-16 14:01:27,2005-06-18 09:35:27,88,2.99,2
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,1735,2005-06-16 15:51:52,2005-06-20 13:27:52,89,0.99,4
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,2043,2005-06-17 14:31:12,2005-06-19 11:04:12,90,0.99,2
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,2642,2005-06-19 09:39:01,2005-06-25 08:33:01,91,5.99,6
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,7660,2005-07-28 02:10:10,2005-07-30 04:29:10,92,2.99,2
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,7718,2005-07-28 04:37:59,2005-07-29 09:20:59,93,2.99,1
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,8741,2005-07-29 18:44:57,2005-08-03 18:25:57,94,3.99,5
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,9100,2005-07-30 08:46:09,2005-08-05 10:34:09,95,5.99,6
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,9371,2005-07-30 18:58:00,2005-08-03 15:14:00,96,5.99,4
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,11069,2005-08-02 07:09:34,2005-08-08 08:39:34,97,0.99,6
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,11110,2005-08-02 08:20:31,2005-08-04 05:06:31,98,2.99,2
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,11529,2005-08-17 00:28:01,2005-08-19 04:47:01,99,4.99,2
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,12151,2005-08-18 00:14:03,2005-08-18 23:52:03,100,2.99,0
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,12294,2005-08-18 05:14:44,2005-08-27 01:32:44,101,8.99,9
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,12856,2005-08-19 02:19:13,2005-08-23 07:49:13,102,1.99,4
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,13704,2005-08-20 09:32:04,2005-08-23 14:29:04,103,2.99,3
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,13807,2005-08-20 12:55:40,2005-08-28 09:06:40,104,6.99,8
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,14225,2005-08-21 04:53:37,2005-08-25 23:39:37,105,4.99,4
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,15147,2005-08-22 13:58:23,2005-08-28 14:33:23,106,2.99,6
barbara,jones,barbara.jones@sakilacustomer.org,myingyan,15635,2005-08-23 07:43:00,2005-08-27 10:47:00,107,1.99,4
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,731,2005-05-29 07:25:16,2005-05-30 05:21:16,108,0.99,1
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,1085,2005-05-31 11:15:43,2005-06-07 12:02:43,109,6.99,7
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,1142,2005-05-31 19:46:38,2005-06-05 14:03:38,110,1.99,5
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,1502,2005-06-15 22:03:14,2005-06-23 18:42:14,111,3.99,8
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,1631,2005-06-16 08:01:02,2005-06-19 09:04:02,112,2.99,3
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,2063,2005-06-17 15:56:53,2005-06-21 14:19:53,113,4.99,4
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,2570,2005-06-19 04:20:13,2005-06-25 07:00:13,114,2.99,6
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,3126,2005-06-20 18:38:22,2005-06-26 00:00:22,115,4.99,6
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,3677,2005-07-06 09:11:58,2005-07-08 10:50:58,116,4.99,2
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,4889,2005-07-08 20:04:43,2005-07-13 17:57:43,117,2.99,5
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,5016,2005-07-09 01:57:57,2005-07-09 22:07:57,118,4.99,0
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,5118,2005-07-09 07:13:52,2005-07-18 05:18:52,119,5.99,9
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,5156,2005-07-09 08:51:42,2005-07-15 03:59:42,120,1.99,6
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,5721,2005-07-10 11:09:35,2005-07-17 16:41:35,121,0.99,7
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,6042,2005-07-11 03:17:04,2005-07-19 07:08:04,122,8.99,8
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,6663,2005-07-12 11:27:35,2005-07-21 16:35:35,123,3.99,9
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,6685,2005-07-12 12:16:28,2005-07-19 17:03:28,124,4.99,7
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,7293,2005-07-27 12:37:28,2005-07-30 15:12:28,125,0.99,3
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,7652,2005-07-28 01:50:29,2005-07-30 22:23:29,126,0.99,2
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,7829,2005-07-28 08:43:39,2005-08-04 14:33:39,127,3.99,7
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,8263,2005-07-29 01:11:23,2005-07-31 01:53:23,128,2.99,2
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,8978,2005-07-30 04:14:28,2005-08-06 09:08:28,129,1.99,7
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,9493,2005-07-30 23:52:30,2005-08-08 05:22:30,130,4.99,9
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,9888,2005-07-31 14:00:53,2005-08-08 18:51:53,131,3.99,8
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,10609,2005-08-01 14:48:45,2005-08-04 13:41:45,132,4.99,3
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,10625,2005-08-01 15:27:10,2005-08-02 13:16:10,133,0.99,1
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,11001,2005-08-02 04:56:45,2005-08-11 08:04:45,134,4.99,9
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,11179,2005-08-02 10:50:06,2005-08-04 05:24:06,135,4.99,2
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,11930,2005-08-17 16:28:53,2005-08-25 10:31:53,136,3.99,8
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,12145,2005-08-18 00:10:04,2005-08-26 00:51:04,137,9.99,8
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,12797,2005-08-19 00:24:08,2005-08-21 22:53:08,138,2.99,2
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,13063,2005-08-19 09:45:41,2005-08-24 09:11:41,139,1.99,5
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,13877,2005-08-20 15:16:18,2005-08-22 18:20:18,140,0.99,2
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,14053,2005-08-20 22:13:59,2005-08-26 20:50:59,141,6.99,6
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,14430,2005-08-21 11:31:11,2005-08-26 06:29:11,142,6.99,5
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,14494,2005-08-21 14:02:50,2005-08-22 16:45:50,143,2.99,1
elizabeth,brown,elizabeth.brown@sakilacustomer.org,nantou,15232,2005-08-22 17:37:02,2005-08-25 18:45:02,144,0.99,3
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,57,2005-05-25 08:43:32,2005-05-29 06:42:32,146,4.99,4
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,577,2005-05-28 11:09:14,2005-06-01 13:27:14,147,2.99,4
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,916,2005-05-30 11:25:01,2005-05-31 09:06:01,148,0.99,1
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,1575,2005-06-16 03:41:38,2005-06-22 03:01:38,149,3.99,6
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,1841,2005-06-16 23:44:13,2005-06-22 04:09:13,150,2.99,6
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,1966,2005-06-17 09:19:45,2005-06-20 11:19:45,151,0.99,3
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,2345,2005-06-18 12:03:23,2005-06-22 14:25:23,152,0.99,4
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,3983,2005-07-06 23:14:21,2005-07-12 17:55:21,153,0.99,6
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,4278,2005-07-07 14:53:24,2005-07-13 14:21:24,154,2.99,6
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,5553,2005-07-10 03:03:35,2005-07-14 07:49:35,155,0.99,4
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,6211,2005-07-11 12:39:01,2005-07-20 15:59:01,156,5.99,9
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,6248,2005-07-11 15:01:54,2005-07-19 16:58:54,157,7.99,8
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,6686,2005-07-12 12:18:38,2005-07-13 17:56:38,158,0.99,1
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,7099,2005-07-27 05:03:44,2005-07-29 00:12:44,159,2.99,2
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,7136,2005-07-27 06:38:25,2005-08-03 05:13:25,160,2.99,7
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,8101,2005-07-28 18:47:23,2005-07-31 16:23:23,161,0.99,3
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,10271,2005-08-01 03:13:39,2005-08-07 23:40:39,162,2.99,6
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,11023,2005-08-02 05:36:38,2005-08-10 05:39:38,163,2.99,8
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,11398,2005-08-02 18:55:15,2005-08-10 19:50:15,164,3.99,8
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,11591,2005-08-17 02:29:41,2005-08-23 20:47:41,165,6.99,6
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,11727,2005-08-17 08:12:20,2005-08-19 12:45:20,166,0.99,2
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,11853,2005-08-17 13:39:32,2005-08-23 18:44:32,167,0.99,6
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,12254,2005-08-18 04:05:29,2005-08-23 04:17:29,168,2.99,5
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,13451,2005-08-20 00:18:25,2005-08-29 01:08:25,169,6.99,9
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,14329,2005-08-21 08:22:56,2005-08-28 02:22:56,170,7.99,7
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,14377,2005-08-21 09:49:28,2005-08-29 13:34:28,171,4.99,8
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,15509,2005-08-23 02:51:24,2005-08-31 06:21:24,172,5.99,8
jennifer,davis,jennifer.davis@sakilacustomer.org,laredo,15603,2005-08-23 06:41:32,2005-08-28 08:51:32,173,0.99,5
maria,miller,maria.miller@sakilacustomer.org,kragujevac,46,2005-05-25 06:04:08,2005-06-02 08:18:08,174,5.99,8
maria,miller,maria.miller@sakilacustomer.org,kragujevac,117,2005-05-25 19:30:46,2005-05-31 23:59:46,175,0.99,6
maria,miller,maria.miller@sakilacustomer.org,kragujevac,748,2005-05-29 09:27:00,2005-06-03 04:25:00,176,2.99,5
maria,miller,maria.miller@sakilacustomer.org,kragujevac,975,2005-05-30 21:07:15,2005-06-03 01:48:15,177,4.99,4
maria,miller,maria.miller@sakilacustomer.org,kragujevac,1063,2005-05-31 08:44:29,2005-06-09 08:00:29,178,5.99,9
maria,miller,maria.miller@sakilacustomer.org,kragujevac,1810,2005-06-16 21:06:00,2005-06-21 21:24:00,179,0.99,5
maria,miller,maria.miller@sakilacustomer.org,kragujevac,2250,2005-06-18 05:03:36,2005-06-22 02:25:36,180,2.99,4
maria,miller,maria.miller@sakilacustomer.org,kragujevac,2709,2005-06-19 14:00:26,2005-06-23 14:56:26,181,0.99,4
maria,miller,maria.miller@sakilacustomer.org,kragujevac,2888,2005-06-20 01:50:56,2005-06-22 05:05:56,182,4.99,2
maria,miller,maria.miller@sakilacustomer.org,kragujevac,3007,2005-06-20 10:11:53,2005-06-25 04:51:53,183,0.99,5
maria,miller,maria.miller@sakilacustomer.org,kragujevac,3639,2005-07-06 07:09:17,2005-07-15 05:12:17,184,5.99,9
maria,miller,maria.miller@sakilacustomer.org,kragujevac,4238,2005-07-07 13:22:20,2005-07-10 07:44:20,185,2.99,3
maria,miller,maria.miller@sakilacustomer.org,kragujevac,4787,2005-07-08 16:16:04,2005-07-14 18:02:04,186,5.99,6
maria,miller,maria.miller@sakilacustomer.org,kragujevac,4856,2005-07-08 18:47:38,2005-07-13 15:02:38,187,4.99,5
maria,miller,maria.miller@sakilacustomer.org,kragujevac,5441,2005-07-09 21:52:05,2005-07-17 02:54:05,188,8.99,8
maria,miller,maria.miller@sakilacustomer.org,kragujevac,5921,2005-07-10 21:35:12,2005-07-18 19:59:12,189,7.99,8
maria,miller,maria.miller@sakilacustomer.org,kragujevac,6174,2005-07-11 10:36:28,2005-07-18 16:19:28,190,1.99,7
maria,miller,maria.miller@sakilacustomer.org,kragujevac,6295,2005-07-11 17:30:58,2005-07-15 15:50:58,191,2.99,4
maria,miller,maria.miller@sakilacustomer.org,kragujevac,6761,2005-07-12 15:17:42,2005-07-18 17:59:42,192,3.99,6
maria,miller,maria.miller@sakilacustomer.org,kragujevac,8422,2005-07-29 07:02:55,2005-08-03 12:35:55,193,5.99,5
maria,miller,maria.miller@sakilacustomer.org,kragujevac,9624,2005-07-31 04:30:03,2005-08-06 09:13:03,194,7.99,6
maria,miller,maria.miller@sakilacustomer.org,kragujevac,10330,2005-08-01 04:57:04,2005-08-07 23:00:04,195,6.99,6
maria,miller,maria.miller@sakilacustomer.org,kragujevac,10423,2005-08-01 08:19:53,2005-08-08 10:25:53,196,5.99,7
maria,miller,maria.miller@sakilacustomer.org,kragujevac,10514,2005-08-01 11:39:26,2005-08-03 07:53:26,197,4.99,2
maria,miller,maria.miller@sakilacustomer.org,kragujevac,10644,2005-08-01 15:52:00,2005-08-08 16:08:00,198,4.99,7
maria,miller,maria.miller@sakilacustomer.org,kragujevac,10989,2005-08-02 04:40:54,2005-08-09 03:39:54,199,3.99,7
maria,miller,maria.miller@sakilacustomer.org,kragujevac,11542,2005-08-17 00:51:32,2005-08-24 20:29:32,200,7.99,7
maria,miller,maria.miller@sakilacustomer.org,kragujevac,12367,2005-08-18 07:57:14,2005-08-27 07:07:14,201,8.99,9
maria,miller,maria.miller@sakilacustomer.org,kragujevac,12730,2005-08-18 21:55:01,2005-08-22 01:23:01,202,2.99,4
maria,miller,maria.miller@sakilacustomer.org,kragujevac,13373,2005-08-19 21:23:31,2005-08-25 22:38:31,203,2.99,6
maria,miller,maria.miller@sakilacustomer.org,kragujevac,13476,2005-08-20 01:06:04,2005-08-24 23:56:04,204,2.99,4
maria,miller,maria.miller@sakilacustomer.org,kragujevac,13594,2005-08-20 05:53:31,2005-08-23 09:01:31,205,0.99,3
maria,miller,maria.miller@sakilacustomer.org,kragujevac,14222,2005-08-21 04:49:48,2005-08-25 05:34:48,206,5.99,4
susan,wilson,susan.wilson@sakilacustomer.org,hamilton,866,2005-05-30 03:43:54,2005-06-08 04:28:54,207,6.99,9
susan,wilson,susan.wilson@sakilacustomer.org,hamilton,1305,2005-06-15 09:59:16,2005-06-19 09:48:16,208,2.99,4
susan,wilson,susan.wilson@sakilacustomer.org,hamilton,2095,2005-06-17 18:21:35,2005-06-23 23:49:35,209,5.99,6
susan,wilson,susan.wilson@sakilacustomer.org,hamilton,3114,2005-06-20 17:57:47,2005-06-21 19:18:47,210,4.99,1
susan,wilson,susan.wilson@sakilacustomer.org,hamilton,3475,2005-07-05 23:01:21,2005-07-13 23:07:21,211,5.99,8
